1|HMDA Test Institution|2025|4|Mr. Smug Pockets|555-555-5555|pockets@ficus.com|1234 Hocus Potato Way|Tatertown|UT|54096|1|99|53-1111111|FRONTENDTESTBANK9999
2|FRONTENDTESTBANK9999|FRONTENDTESTBANK9999CE3AB850WK7H3O0AX95O08|20251120|1|1|1|1|1|247313|1|20251231|38095 magna adipiscing |etiam volutpat |OK|74136|40143|40143007647|14||||||5||||||2|4|5||||||||8||||||||2|4|6|5|2|4|46|9999|59|0|-1.354|3|1|726|9999|12||10||10|||||NA|2206.973|264.757|268.672|2363.482|2.308|23|27.456|79.173|131|22|2|2|2|2|1818239|3|5|1|NA|1|2|91113|6||||||17||||||2|2|2
2|FRONTENDTESTBANK9999|FRONTENDTESTBANK999908G7C8A2LAU8P98L4S06|20251026|1|1|1|1|1|333819|1|20251231|42570 h|fames ve|OK|74136|40143|40143007647|13||||||5||||||2|4|22||||||||8||||||||2|4|1|5|2|4|76|9999|51|0|-1.381|3|1|584|9999|4||10||10|||||NA|3212.362|371.593|296.201|2135.36|2.498|24|27.839|67.152|148|42|2|2|2|2|1512264|3|5|1|NA|1|2|31746|6||||||17||||||2|2|2
2|FRONTENDTESTBANK9999|FRONTENDTESTBANK9999GQ6TXCD63BF4O9G0J03|20251104|1|1|1|1|1|234142|1|20251231|39738 na|sollicit|OK|74136|40143|40143007647|14||||||5||||||2|4|25||||||||8||||||||2|4|1|5|2|4|51|9999|52|0|-1.666|3|1|694|9999|14||10||10|||||NA|1910.621|202.795|318.924|1543.709|7.063|12|24.565|66.91|159|35|2|2|2|2|1102882|3|5|1|NA|1|1|24595|6||||||17||||||2|2|2
2|FRONTENDTESTBANK9999|FRONTENDTESTBANK9999RZHK9H559X6G8O1KBSJK56|20251109|1|1|1|1|1|264053|1|20251231|43516 impe|lacinia auctor l|OK|74136|40143|40143007647|12||||||5||||||2|4|22||||||||8||||||||2|4|6|5|2|4|63|9999|93|0|-0.606|3|1|571|9999|7||10||10|||||NA|3256.352|410.234|372.12|1089.083|3.084|6|10.268|83.788|146|60|2|2|2|2|1508271|3|5|1|NA|1|2|51889|6||||||17||||||2|2|2
2|FRONTENDTESTBANK9999|FRONTENDTESTBANK99994KSBT2GF6KRE359US70|20251113|1|1|1|1|1|158065|1|20251231|7985 aliquet poten|senectus |OK|74136|40143|40143007647|1||||||5||||||2|4|3||||||||8||||||||2|4|6|5|2|4|43|9999|33|0|-0.453|2|1|684|9999|3||10||10|||||NA|2087.022|456.237|262.891|3087.629|3.319|8|12.18|95.968|106|67|2|2|2|2|2019470|3|5|1|NA|2|2|51854|6||||||17||||||2|2|2
2|FRONTENDTESTBANK9999|FRONTENDTESTBANK999941SHWOULDRZQOQ7EEEY43|20251129|1|1|1|1|1|397159|1|20251231|42932 ni|magna urna |OK|74136|40143|40143007647|1||||||5||||||2|4|26||||||||8||||||||2|4|1|5|2|4|42|9999|74|0|-1.471|3|1|540|9999|11||10||10|||||NA|1547.776|338.058|231.266|2447.841|5.594|16|16.196|104.148|93|98|2|2|2|2|1366575|3|5|1|NA|2|1|95847|6||||||17||||||2|2|2
2|FRONTENDTESTBANK9999|FRONTENDTESTBANK9999WELONHX3TNHTRE6497|20251102|1|1|1|1|1|398323|1|20251231|40086 feugiat facilisi v|faucib|OK|74136|40143|40143007647|2||||||5||||||2|4|43||||||||8||||||||2|4|1|5|2|4|41|9999|123|0|-1.171|2|1|531|9999|2||10||10|||||NA|2190.649|369.932|368.222|2487.177|2.532|15|21.601|75.706|127|42|2|2|2|2|1857968|3|5|1|NA|2|2|75669|6||||||17||||||2|2|2
2|FRONTENDTESTBANK9999|FRONTENDTESTBANK9999TMKKYD4LNEQEYOOHRD53|20251116|1|1|1|1|1|374175|1|20251231|24051 ut velit |semper malesua|OK|74136|40143|40143007647|12||||||5||||||2|4|23||||||||8||||||||2|4|1|5|2|4|61|9999|9|0|-0.138|2|1|479|9999|15||10||10|||||NA|2552.372|353.522|428.669|1656.986|4.639|15|15.825|69.151|133|61|2|2|2|2|2108599|3|5|1|NA|2|2|49672|6||||||17||||||2|2|2
2|FRONTENDTESTBANK9999|FRONTENDTESTBANK9999C8YVGNFKQ1ZXW8RK29|20251119|1|1|1|1|1|608528|1|20251231|24446 sollicitudin |fermentum |OK|74136|40143|40143007647|1||||||5||||||2|4|4||||||||8||||||||2|4|2|5|2|4|54|9999|10|0|-0.213|1|1|724|9999|13||10||10|||||NA|2253.28|584.585|327.509|1616.837|2.006|26|17.043|84.039|214|41|2|2|2|2|1928000|3|5|1|NA|2|1|50673|6||||||17||||||2|2|2
2|FRONTENDTESTBANK9999|FRONTENDTESTBANK99992X2Z8Q1OM4XM2NI96|20251102|1|1|1|1|1|321924|1|20251231|38080 elementum sed |diam posuere hab|OK|74136|40143|40143007647|11||||||5||||||2|4|41||||||||8||||||||2|4|2|5|2|4|60|9999|68|0|0.039|3|1|621|9999|13||10||10|||||NA|1710.245|219.991|444.112|2391.693|1.899|12|5.91|69.235|125|49|2|2|2|2|1216067|3|5|1|NA|1|1|152238|6||||||17||||||2|2|2
